Query: 4号大街与9号大街交叉口西侧盛泰北(2门), Truth: 盛泰·时代山(北2门),通行设施,临街院门,临街院正门,4号大街189号,江干区, Distance: 664
	- POI: 4号大街与9号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 641
	- POI: 美院南路与郑家路交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 311
	- POI: 美院南路与转塘路交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 83
	- POI: 梦湖路与美院南路交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 83
	- POI: 杜家浦路与转之路交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 657
	- POI: 杜家浦路与转之路交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 751
	- POI: 东环路与美院南路交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 915
	- POI: 杭新路与美院南路交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 343
	- POI: 停车场(美院南路),交通设施服务,停车场,公共停车场,杜家浦路与美院南路交叉口西北50米,西湖区, Distance: 468
	- POI: 邻家大药房(美院南路),医疗保健服务,医药保健销售店,药房,杜家浦路与美院南路交叉口西北50米,西湖区, Distance: 470
	- POI: 停车场(美院南路),交通设施服务,停车场,路边停车场,杜家浦路与美院南路交叉口东100米,西湖区, Distance: 572
	- POI: 城西街与苋浦路交叉口,地名地址信息,交通地名,路口名,富阳区,富阳区, Distance: 16513
	- POI: 城西街与苋浦南路交叉口,地名地址信息,交通地名,路口名,富阳区,富阳区, Distance: 16513
	- POI: 安琪儿达力车行(美院南路),购物服务,专卖店,自行车专卖店,杜家浦路与美院南路交叉口西北100米,西湖区, Distance: 454
	- POI: 停车场(杜家浦路),交通设施服务,停车场,路边停车场,杜家浦路与转之路交叉口北150米,西湖区, Distance: 836
	- POI: 中国美院与美院北路交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 1089
	- POI: 美院北路与转塘直街交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 1153
	- POI: 金街美地停车场(出入口),交通设施服务,停车场,停车场出入口,美院南路与转塘路交叉口南150米,西湖区, Distance: 58
Query: G25长深高速西侧塘河公园景点, Truth: 塘河公园,风景名胜,公园广场,公园,杨家塘村12号,西湖区, Distance: 1018
	- POI: 沈塘路与G25长深高速交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 983
	- POI: 振华西路与G25长深高速交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 1076
	- POI: 转塘出口(G25长深高速西北向),地名地址信息,交通地名,高速路出口,西湖区,西湖区, Distance: 19112
	- POI: 五常出口(G25长深高速西南向),地名地址信息,交通地名,高速路出口,余杭区,余杭区, Distance: 4606
	- POI: 西湖景区出口(G25长深高速西北向),地名地址信息,交通地名,高速路出口,西湖区,西湖区, Distance: 20085
	- POI: 勾庄出口(G25长深高速西南向),地名地址信息,交通地名,高速路出口,余杭区,余杭区, Distance: 4794
	- POI: 灯彩街与G25长深高速交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 808
	- POI: 振中路与G25长深高速交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 820
	- POI: 余杭塘路与G25长深高速交叉口,地名地址信息,交通地名,路口名,余杭区,余杭区, Distance: 2649
	- POI: 余杭收费站入口(G25长深高速西北向),地名地址信息,交通地名,高速路入口,余杭区,余杭区, Distance: 14169
	- POI: 仁和出口(G25长深高速西北向),地名地址信息,交通地名,高速路出口,余杭区,余杭区, Distance: 14210
	- POI: 文一西路与G25长深高速交叉口,地名地址信息,交通地名,路口名,余杭区,余杭区, Distance: 3786
	- POI: 祥余路与G25长深高速交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 1405
	- POI: 文二西路与G25长深高速交叉口,地名地址信息,交通地名,路口名,余杭区,余杭区, Distance: 4742
	- POI: 紫金港枢纽与G25长深高速交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 1520
	- POI: 紫金港枢纽与G25长深高速交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 1702
	- POI: 三墩互通与G25长深高速交叉口,地名地址信息,交通地名,路口名,西湖区,西湖区, Distance: 1716
	- POI: 三墩收费站(G25长深高速入口),道路附属设施,收费站,收费站,西湖区,西湖区, Distance: 1751
	- POI: 三墩收费站(G25长深高速出口),道路附属设施,收费站,收费站,西湖区,西湖区, Distance: 1777
	- POI: 富阳东出口(G25长深高速西南向),地名地址信息,交通地名,高速路出口,富阳区,富阳区, Distance: 27625
Query: 江汉路与江晖路交叉口向西250米停车口, Truth: 江一公园停车场,交通设施服务,停车场,公共停车场,江汉路与滨和路交叉口东南200米,滨江区, Distance: 501
	- POI: 江晖路与江汉路交叉口,地名地址信息,交通地名,路口名,滨江区,滨江区, Distance: 691
	- POI: 月明路与江汉路交叉口,地名地址信息,交通地名,路口名,滨江区,滨江区, Distance: 132
	- POI: 新月路与江汉路交叉口,地名地址信息,交通地名,路口名,滨江区,滨江区, Distance: 402
	- POI: 月明路与江晖路交叉口,地名地址信息,交通地名,路口名,滨江区,滨江区, Distance: 550
	- POI: 新月路与江晖路交叉口,地名地址信息,交通地名,路口名,滨江区,滨江区, Distance: 721
	- POI: 丹枫路与江晖路交叉口,地名地址信息,交通地名,路口名,滨江区,滨江区, Distance: 837
	- POI: 春晓路与江汉路交叉口,地名地址信息,交通地名,路口名,滨江区,滨江区, Distance: 1053
	- POI: 春波路与江晖路交叉口,地名地址信息,交通地名,路口名,滨江区,滨江区, Distance: 1324
	- POI: 江汉路与江陵路交叉口,地名地址信息,交通地名,路口名,滨江区,滨江区, Distance: 1332
	- POI: 江汉东路与江汉路交叉口,地名地址信息,交通地名,路口名,滨江区,滨江区, Distance: 1332
	- POI: 江南大道与江汉路交叉口,地名地址信息,交通地名,路口名,滨江区,滨江区, Distance: 278
	- POI: 东流路与江晖路交叉口,地名地址信息,交通地名,路口名,滨江区,滨江区, Distance: 1864
	- POI: 江汉路与滨和路交叉口,地名地址信息,交通地名,路口名,滨江区,滨江区, Distance: 346
	- POI: 南环路与江晖路交叉口,地名地址信息,交通地名,路口名,滨江区,滨江区, Distance: 2706
	- POI: 之江路与江晖路交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 2746
	- POI: 望江东路与江晖路交叉口,地名地址信息,交通地名,路口名,上城区,上城区, Distance: 3042
	- POI: 江晖路与滨和路交叉口,地名地址信息,交通地名,路口名,滨江区,滨江区, Distance: 569
	- POI: 龙湖·春江郦城停车场(出入口),交通设施服务,停车场,停车场出入口,江汉路与滨和路交叉口西150米,滨江区, Distance: 292
	- POI: 江南大道与江晖路交叉口,地名地址信息,交通地名,路口名,滨江区,滨江区, Distance: 653
	- POI: 江晖路与月明路交叉口,交通设施服务,交通服务相关,交通服务相关,望江南7幢2303房间,滨江区, Distance: 696
Query: 大浒街100号紫荆校区7号楼, Truth: 紫荆家园7幢,地名地址信息,门牌信息,楼栋号,紫荆家园,拱墅区, Distance: 376
	- POI: 转塘社区商业街107号楼,地名地址信息,门牌信息,楼栋号,西湖区,西湖区, Distance: 18000
	- POI: 联庄3区100号楼,地名地址信息,门牌信息,楼栋号,浦沿六合天寓1幢西南(东信大道东),滨江区, Distance: 14112
	- POI: 三墩街100号小区,商务住宅,住宅区,住宅小区,三墩街100号,西湖区, Distance: 5082
	- POI: 行宫塘新苑西区100号楼,地名地址信息,门牌信息,楼栋号,余杭区,余杭区, Distance: 7613
	- POI: 皋塘东一区100号楼,地名地址信息,门牌信息,楼栋号,江干区,江干区, Distance: 7798
	- POI: 锦昌文华100号楼,地名地址信息,门牌信息,楼栋号,小河街道丽水路锦昌文华100号楼,拱墅区, Distance: 330
	- POI: 紫荆家园27号楼,地名地址信息,门牌信息,楼栋号,上塘路,丽水路紫荆家园27幢,拱墅区, Distance: 498
	- POI: 停车场,交通设施服务,停车场,公共停车场,丽水路与登云路交叉口南150米,拱墅区, Distance: 0
	- POI: 转塘社区商业街105号楼,地名地址信息,门牌信息,楼栋号,西湖区,西湖区, Distance: 18008
	- POI: 1919酒类直供(杭州大浒街店),购物服务,专卖店,烟酒专卖店,大浒街71号,拱墅区, Distance: 674
	- POI: 杭州拱墅区民间融资服务中心(大浒街),金融保险服务,金融保险服务机构,金融保险机构,上塘街道大浒街65号,拱墅区, Distance: 688
	- POI: 夹板新区10号楼,地名地址信息,门牌信息,楼栋号,长浜街浙江三联专修学院文理学院,拱墅区, Distance: 3688
	- POI: 新星小区10号楼,地名地址信息,门牌信息,楼栋号,三墩路与通济路交叉口西北100米,西湖区, Distance: 5279
	- POI: 皋塘东1区70号楼,地名地址信息,门牌信息,楼栋号,艮山西路46号,江干区, Distance: 7925
	- POI: 锦昌文华107号楼,地名地址信息,门牌信息,楼栋号,拱墅区,拱墅区, Distance: 348
	- POI: 大关西四苑10号楼,地名地址信息,门牌信息,楼栋号,大关西四苑10幢,拱墅区, Distance: 1498
	- POI: 保安桥直街10号楼,地名地址信息,门牌信息,楼栋号,江城路86号,上城区, Distance: 9424
	- POI: 五堡二区107号楼,地名地址信息,门牌信息,楼栋号,之江东路五堡二区,江干区, Distance: 10381
	- POI: 潘朵拉(大浒街店),购物服务,服装鞋帽皮具店,服装鞋帽皮具店,大浒街113号远洋公馆北门商铺2楼(大关欧尚超市对面),拱墅区, Distance: 517
	- POI: 荣庄村新区中8107号楼,地名地址信息,门牌信息,楼栋号,萧山区,萧山区, Distance: 17903
Query: 九盛路9号, Truth: 东方电子商务园25号楼,地名地址信息,门牌信息,楼栋号,九盛路9号,江干区, Distance: 928
	- POI: 中国银行24小时自助银行(九盛路)(装修中),金融保险服务,自动提款机,中国银行ATM,九盛路9-26-1101号附近,江干区, Distance: 1017
	- POI: 创新电脑(九盛路),购物服务,家电电子卖场,数码电子,九堡镇三村村二区9号,江干区, Distance: 1419
	- POI: 九盛路与格畈家园七号路交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 376
	- POI: 九盛路与格畈家园六号路交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 383
	- POI: 九盛路与格畈家园八号路交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 409
	- POI: 途虎养车(杭州九盛路店-钟尚),汽车服务,汽车养护/装饰,汽车养护,格畈家园北苑一排56号,江干区, Distance: 414
	- POI: 交通银行ATM(九盛路),金融保险服务,自动提款机,交通银行ATM,格畈家园北苑一排8号,江干区, Distance: 596
	- POI: 丽源(九盛路),购物服务,个人用品/化妆品店,其它个人用品店,九堡镇格畈村北苑1排7号,江干区, Distance: 605
	- POI: 九盛路与格畈家园四号路交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 652
	- POI: 九盛路与格畈家园二号路交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 727
	- POI: 杭州惠远实业有限公司(九盛路),公司企业,公司,公司,九堡镇九横路168号,江干区, Distance: 812
	- POI: 格畈工业园(九盛路),商务住宅,产业园区,产业园区,九堡镇九昌路33号,江干区, Distance: 822
	- POI: 九盛路与格畈家园一号路交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 836
	- POI: 浙江惠松制药有限公司(九盛路),公司企业,公司,医药公司,九堡镇九横路168号,江干区, Distance: 870
	- POI: 韵达快递(九盛路),生活服务,物流速递,物流速递,九和路19号4幢1屋,江干区, Distance: 1304
	- POI: 康佳洗衣店(九盛路),生活服务,洗衣店,洗衣店,九堡镇三村二区16号附近,江干区, Distance: 1403
	- POI: 主角造型(九盛路),生活服务,美容美发店,美容美发店,九堡镇三村村2区14号,江干区, Distance: 1427
	- POI: 华联购物(九盛路),购物服务,便民商店/便利店,便民商店/便利店,九堡镇三村村二区48号,江干区, Distance: 1525
	- POI: 九环路与九盛路交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 276
	- POI: 九盛路,地名地址信息,交通地名,道路名,江干区,江干区, Distance: 277
Query: 文阳巷与学源街交叉口东南100米探梅院停车场, Truth: 铭和苑探梅坊停车场,交通设施服务,停车场,公共停车场,学源街1441号附近,江干区, Distance: 759
	- POI: 学源街901号停车场,交通设施服务,停车场,路边停车场,学源街与福雷德支路交叉口东50米,江干区, Distance: 2075
	- POI: 停车场(美伦大酒店东南),交通设施服务,停车场,专用停车场,学源街与松合西侧支路交叉口西北100米,江干区, Distance: 1567
	- POI: 停车场(金沙国际购物中心东南),交通设施服务,停车场,路边停车场,学源街与顺港巷交叉口西50米,江干区, Distance: 979
	- POI: 停车场(金沙国际购物中心东南),交通设施服务,停车场,公共停车场,学源街与顺港巷交叉口西150米,江干区, Distance: 1037
	- POI: 杭州市文海教育集团学林小学停车场,交通设施服务,停车场,公共停车场,学源街与海达南路交叉口东150米,江干区, Distance: 747
	- POI: 停车场(出口),交通设施服务,停车场,停车场出口,学源街与幸福南路交叉口东100米,江干区, Distance: 1026
